case_id,transaction_amount,customer_order_count,previous_refunds,previous_disputes,delivery_confirmed,delivery_delay_days,dispute_delay_days,customer_avg_order_value,communication_count,refund_amount_ratio,payment_failures,evidence_items_available,evidence_items_missing,dispute_reason,contest_success
CASE-2871,19443.23,31,0,0,1,16,6,35201.11,0,0.113,6,4,2,item_not_received,1
CASE-2872,1717.26,15,0,0,1,0,45,1685.05,3,0.164,1,5,1,other,1
CASE-2873,60789.22,4,9,0,0,13,10,145573.79,0,1.0,0,2,4,other,0
CASE-2874,43402.49,36,2,0,0,0,82,67602.5,0,0.286,1,3,3,duplicate,0
CASE-2875,400.79,80,2,1,0,14,25,725.49,3,0.254,0,4,2,item_not_received,0
CASE-2876,19032.36,18,0,6,0,23,2,19047.35,6,0.395,0,2,4,item_not_received,0
CASE-2877,1225.82,3,0,0,0,29,3,914.71,11,0.254,0,3,3,item_not_received,1
CASE-2878,1518.15,4,3,7,0,27,6,470.84,1,0.42,0,2,4,duplicate,0
CASE-2879,9715.17,1,2,0,1,0,6,17056.62,9,0.367,2,5,1,defective,1
CASE-2880,19077.69,5,0,0,1,0,29,12852.38,10,0.076,1,6,0,defective,1
CASE-2881,6197.48,4,1,0,0,17,11,14279.51,0,0.217,5,3,3,duplicate,0
CASE-2882,55591.12,41,2,2,0,11,17,124572.48,0,0.449,0,3,3,item_not_received,0
CASE-2883,1532.62,2,0,0,0,9,3,2885.27,2,0.067,1,3,3,other,0
CASE-2884,1364.95,59,6,0,1,0,61,1587.63,0,0.519,0,4,2,item_not_received,1
CASE-2885,14953.88,2,3,0,1,3,28,22210.52,0,0.336,0,4,2,unauthorized,1
CASE-2886,27384.97,3,0,0,1,0,11,37401.65,1,0.263,0,5,1,unauthorized,1
CASE-2887,1680.9,93,0,0,0,29,49,1937.96,0,0.237,2,4,2,other,0
CASE-2888,1275.63,13,0,0,1,0,39,2308.61,14,0.067,5,4,2,item_not_received,1
CASE-2889,261.42,3,2,0,1,0,29,269.43,0,0.27,0,3,3,unauthorized,0
CASE-2890,6902.02,31,1,2,1,0,4,6315.76,1,0.471,0,3,3,item_not_received,1
CASE-2891,30995.62,2,0,1,1,26,4,54949.04,0,0.407,1,6,0,item_not_received,1
CASE-2892,5942.41,19,1,0,1,0,10,13569.42,0,0.395,0,6,0,unauthorized,1
CASE-2893,3717.48,64,3,1,1,19,28,5131.57,11,0.644,0,4,2,unauthorized,1
CASE-2894,1967.84,15,1,1,0,7,17,1459.35,4,0.123,1,2,4,defective,0
CASE-2895,19415.05,89,0,1,0,13,2,13520.18,3,0.433,0,3,3,item_not_received,0
CASE-2896,90150.17,9,0,0,1,16,13,171260.06,2,0.342,2,6,0,unauthorized,1
CASE-2897,1071.77,63,0,1,0,28,11,1802.12,3,0.061,0,3,3,duplicate,1
CASE-2898,12172.7,14,7,0,1,25,4,11333.49,4,0.645,0,3,3,item_not_received,1
CASE-2899,1477.32,63,0,0,1,0,23,485.44,4,0.346,1,6,0,defective,1
CASE-2900,2499.0,17,0,0,1,0,14,1120.77,4,0.194,0,6,0,item_not_received,1
CASE-2901,8611.75,2,0,0,0,3,3,12277.31,0,0.233,0,1,5,unauthorized,0
CASE-2902,645.93,9,3,1,0,16,82,1008.64,1,0.552,6,4,2,unauthorized,0
CASE-2903,771.57,12,0,2,1,18,14,1923.43,10,0.296,0,5,1,defective,1
CASE-2904,12924.63,18,0,2,1,4,20,25984.74,0,0.102,0,4,2,defective,1
CASE-2905,4051.1,21,3,0,1,0,18,9982.73,5,0.897,0,6,0,duplicate,1
CASE-2906,8528.36,5,0,1,1,21,20,20965.25,10,0.2,2,5,1,unauthorized,1
CASE-2907,1089.28,1,0,1,1,19,24,787.51,2,0.175,1,6,0,defective,0
CASE-2908,12784.77,61,1,0,1,21,83,4232.3,12,0.516,0,5,1,unauthorized,1
CASE-2909,66165.62,42,8,0,1,0,35,19857.83,0,0.682,0,5,1,item_not_received,0
CASE-2910,1181.04,2,4,2,0,23,5,804.77,13,0.621,0,4,2,item_not_received,0
CASE-2911,3978.86,53,1,0,0,29,37,4457.27,3,0.281,1,2,4,item_not_received,1
CASE-2912,17295.91,8,2,1,1,0,7,14784.85,8,0.495,1,5,1,duplicate,1
CASE-2913,7491.81,53,0,0,0,5,3,4009.51,1,0.114,0,3,3,unauthorized,0
CASE-2914,852.41,3,3,2,1,0,5,1364.03,0,0.414,0,5,1,item_not_received,1
CASE-2915,1690.64,59,0,0,1,18,6,3956.57,0,0.145,0,6,0,item_not_received,1
CASE-2916,82045.74,4,0,0,0,6,6,177724.15,4,0.286,0,5,1,item_not_received,0
CASE-2917,18000.62,17,1,0,0,13,25,32834.0,1,0.284,1,3,3,item_not_received,0
CASE-2918,1990.04,40,0,1,1,19,4,4484.33,1,0.354,0,4,2,item_not_received,1
CASE-2919,1406.86,59,0,2,1,0,24,2836.71,12,0.301,0,5,1,other,1
CASE-2920,16427.25,5,0,0,1,6,1,24816.82,4,0.052,0,5,1,duplicate,1
CASE-2921,116864.78,48,4,0,1,17,8,70782.29,4,0.629,3,4,2,defective,0
CASE-2922,5038.79,4,3,0,1,0,26,11401.45,13,0.264,3,3,3,other,0
CASE-2923,1618.99,15,0,0,1,0,11,1106.08,2,0.048,1,5,1,item_not_received,1
CASE-2924,16652.51,7,8,1,1,8,23,32466.21,3,1.0,0,3,3,unauthorized,0
CASE-2925,16479.43,77,0,2,1,0,37,23246.15,0,0.106,1,5,1,duplicate,1
CASE-2926,133406.53,3,0,1,1,7,15,271488.43,4,0.072,2,6,0,duplicate,1
CASE-2927,19071.87,3,2,0,0,13,1,45701.18,3,0.171,0,4,2,item_not_received,0
CASE-2928,37685.7,1,9,0,1,0,29,18877.43,10,0.727,0,4,2,item_not_received,0
CASE-2929,11940.7,13,7,2,1,0,16,12830.07,1,0.868,2,5,1,item_not_received,1
CASE-2930,84223.87,5,0,0,1,0,6,71921.41,0,0.108,1,5,1,unauthorized,1
CASE-2931,15124.46,21,1,0,0,2,70,33811.45,0,0.235,0,3,3,item_not_received,0
CASE-2932,1158.73,2,3,2,1,18,4,1303.03,9,0.472,0,4,2,unauthorized,0
CASE-2933,599.34,17,2,6,1,3,4,199.23,0,0.797,0,6,0,duplicate,0
CASE-2934,11648.12,72,0,0,0,18,16,9397.86,5,0.096,2,3,3,item_not_received,0
CASE-2935,1837.8,19,0,0,1,4,13,2959.38,12,0.242,0,3,3,item_not_received,1
CASE-2936,12138.58,14,3,0,1,0,17,10836.61,2,0.548,1,1,5,defective,0
CASE-2937,145958.89,15,0,0,1,0,27,192332.36,2,0.241,1,6,0,duplicate,1
CASE-2938,71194.29,8,0,2,0,15,6,154582.73,4,0.276,1,5,1,unauthorized,0
CASE-2939,728.65,2,0,2,1,14,9,225.8,4,0.154,2,5,1,other,1
CASE-2940,96512.79,4,9,1,1,0,50,80973.11,4,1.0,0,6,0,other,0
CASE-2941,71230.71,80,0,0,1,0,12,119693.48,6,0.146,0,3,3,duplicate,1
CASE-2942,46601.31,10,9,7,1,24,2,85251.99,0,0.945,0,5,1,unauthorized,0
CASE-2943,64783.07,6,3,0,0,9,87,98234.9,2,0.418,0,1,5,duplicate,1
CASE-2944,19696.43,4,0,0,1,11,19,47120.06,1,0.279,0,5,1,unauthorized,0
CASE-2945,134452.89,1,1,3,1,11,6,164091.55,6,0.123,0,4,2,item_not_received,0
CASE-2946,38562.87,1,8,0,0,23,29,62658.65,1,0.879,0,3,3,item_not_received,0
CASE-2947,148394.62,4,3,0,1,0,14,311984.58,0,0.641,0,3,3,item_not_received,1
CASE-2948,87392.1,14,0,0,1,0,16,59473.86,12,0.103,0,2,4,unauthorized,1
CASE-2949,1169.34,16,0,0,1,0,6,536.19,3,0.279,0,6,0,item_not_received,1
CASE-2950,1555.21,2,1,1,1,0,19,1421.23,3,0.283,0,6,0,unauthorized,1
CASE-2951,56648.5,16,3,5,1,0,28,46870.22,0,0.333,0,3,3,defective,0
CASE-2952,1195.05,16,0,0,0,20,14,2587.0,12,0.065,0,2,4,defective,0
CASE-2953,123393.27,15,3,0,0,12,4,137582.16,0,0.447,1,2,4,unauthorized,0
CASE-2954,4467.21,4,0,0,0,6,8,4591.66,10,0.093,0,2,4,item_not_received,0
CASE-2955,355.39,5,1,0,1,21,5,280.59,0,0.171,0,5,1,defective,0
CASE-2956,4301.5,3,9,2,1,0,12,8275.8,4,1.0,0,6,0,unauthorized,0
CASE-2957,121694.49,10,0,1,1,0,2,229586.65,12,0.35,0,5,1,defective,1
CASE-2958,14893.91,15,0,2,0,27,26,17202.3,1,0.403,2,3,3,defective,0
CASE-2959,503.48,2,0,2,1,0,19,498.75,4,0.139,4,4,2,item_not_received,1
CASE-2960,89688.54,4,0,0,1,27,5,114068.76,13,0.086,0,6,0,unauthorized,1
CASE-2961,1275.51,6,0,0,1,0,30,2129.19,4,0.214,0,4,2,unauthorized,1
CASE-2962,810.82,1,3,0,1,12,63,1687.24,10,0.373,1,5,1,item_not_received,1
CASE-2963,133469.08,17,1,0,0,22,39,181122.08,4,0.12,0,1,5,unauthorized,0
CASE-2964,1429.66,75,1,4,1,0,58,2759.71,2,0.126,1,4,2,item_not_received,0
CASE-2965,63970.11,14,5,0,1,23,2,98415.62,3,0.713,4,4,2,other,0
CASE-2966,110665.07,1,1,0,0,11,5,56699.26,1,0.313,1,4,2,item_not_received,0
CASE-2967,1875.67,4,3,2,1,0,1,2491.3,13,0.371,0,5,1,item_not_received,1
CASE-2968,468.61,2,6,3,1,3,6,795.91,2,0.38,2,5,1,other,1
CASE-2969,1503.82,15,2,1,1,0,4,2043.98,14,0.399,2,6,0,item_not_received,1
CASE-2970,1233.51,10,0,0,1,0,24,1595.03,2,0.324,0,3,3,duplicate,1
CASE-2971,19176.28,16,0,0,1,0,9,25256.22,3,0.173,0,5,1,item_not_received,1
CASE-2972,1074.42,3,4,6,1,0,16,2636.33,2,0.704,0,3,3,item_not_received,1
CASE-2973,107629.94,3,3,2,1,12,4,262603.5,0,0.398,0,4,2,item_not_received,1
CASE-2974,997.62,88,5,2,1,0,9,1575.36,0,0.664,0,5,1,item_not_received,0
CASE-2975,97087.18,10,1,2,1,0,18,148191.36,0,0.194,1,4,2,duplicate,0
CASE-2976,48062.11,13,2,0,1,0,65,54659.67,11,0.528,1,5,1,unauthorized,1
CASE-2977,96980.39,7,0,0,0,10,6,41659.22,0,0.069,0,3,3,unauthorized,1
CASE-2978,1551.21,99,0,0,0,22,1,3382.75,3,0.334,0,2,4,defective,0
CASE-2979,118943.41,2,0,0,1,0,24,221499.95,3,0.191,0,5,1,item_not_received,1
CASE-2980,82892.43,93,0,1,0,2,84,128811.52,2,0.2,0,5,1,unauthorized,0
CASE-2981,85151.58,10,0,1,1,27,12,128260.15,12,0.035,0,6,0,item_not_received,1
CASE-2982,17668.45,4,0,0,1,0,34,9023.42,0,0.136,0,5,1,item_not_received,1
CASE-2983,772.28,9,2,0,1,0,1,1804.93,6,0.492,0,6,0,unauthorized,1
CASE-2984,36323.42,41,0,0,1,0,71,55596.02,10,0.362,2,4,2,item_not_received,1
CASE-2985,14203.52,96,1,2,0,23,11,26972.6,10,0.236,0,2,4,item_not_received,1
CASE-2986,9710.58,1,1,1,0,15,18,3463.39,9,0.101,0,4,2,other,0
CASE-2987,16426.09,16,3,0,0,25,4,33698.44,3,0.428,2,2,4,unauthorized,0
CASE-2988,1619.06,5,8,0,1,0,3,1399.52,10,0.7,1,6,0,defective,1
CASE-2989,112068.0,7,2,0,0,19,5,164897.14,8,0.455,2,4,2,other,0
CASE-2990,61072.23,14,0,0,1,24,10,61124.27,0,0.17,2,2,4,other,1
CASE-2991,896.79,23,0,0,0,22,27,660.07,4,0.328,6,2,4,item_not_received,0
CASE-2992,11315.68,55,0,2,1,0,10,26862.53,1,0.303,4,5,1,item_not_received,1
CASE-2993,58491.9,9,0,0,1,0,55,143914.17,5,0.184,0,4,2,item_not_received,1
CASE-2994,1652.42,2,6,0,1,0,21,3548.45,7,0.587,0,5,1,unauthorized,1
CASE-2995,462.36,2,0,0,0,9,57,711.6,7,0.038,0,2,4,other,0
CASE-2996,1459.13,75,0,0,1,0,1,2200.01,3,0.082,0,5,1,item_not_received,1
CASE-2997,141964.32,3,5,7,1,0,3,132736.68,4,0.622,0,5,1,other,0
CASE-2998,13032.52,11,0,0,1,0,20,26038.78,2,0.045,0,3,3,duplicate,1
CASE-2999,1363.76,3,6,0,1,0,24,1230.78,6,0.838,0,5,1,unauthorized,0
CASE-3000,211.06,6,0,0,0,4,12,247.79,0,0.105,0,3,3,unauthorized,0
CASE-3001,12629.07,5,9,6,1,12,16,10861.26,6,0.746,1,6,0,unauthorized,0
CASE-3002,588.47,58,0,0,1,21,8,213.79,6,0.104,1,3,3,unauthorized,1
CASE-3003,1843.22,10,3,0,1,27,37,2187.38,11,0.132,0,4,2,item_not_received,1
CASE-3004,760.8,2,2,2,0,18,1,1819.87,1,0.245,0,1,5,item_not_received,0
CASE-3005,8894.53,68,3,2,1,20,2,18240.59,3,0.575,0,3,3,item_not_received,1
CASE-3006,1410.97,2,6,0,1,0,3,3321.93,1,0.493,0,5,1,item_not_received,1
CASE-3007,13093.39,8,0,2,0,18,8,30764.69,3,0.184,0,1,5,unauthorized,0
CASE-3008,3243.33,32,3,4,1,20,87,7121.33,1,0.494,0,5,1,duplicate,0
CASE-3009,962.33,1,3,3,1,0,10,1963.84,4,0.384,0,6,0,item_not_received,1
CASE-3010,147253.79,1,0,0,0,29,27,302733.28,12,0.042,6,2,4,other,0
CASE-3011,12377.4,7,1,0,1,0,20,17755.33,4,0.369,1,6,0,defective,1
CASE-3012,637.3,7,0,0,1,0,67,905.25,13,0.067,0,6,0,defective,1
CASE-3013,10131.48,34,0,0,0,17,4,21025.24,4,0.116,0,3,3,unauthorized,0
CASE-3014,143794.43,14,3,0,1,27,5,254520.81,2,0.216,0,4,2,unauthorized,1
CASE-3015,36608.52,5,1,0,0,29,74,74809.3,1,0.287,0,2,4,unauthorized,0
CASE-3016,1371.18,6,2,0,1,0,22,1255.93,1,0.128,1,5,1,other,1
CASE-3017,7033.6,3,6,0,1,0,81,12392.45,12,0.64,0,5,1,item_not_received,1
CASE-3018,4831.94,33,2,1,1,0,25,5559.74,9,0.309,2,5,1,other,1
CASE-3019,81859.97,67,3,1,1,26,9,181319.28,13,0.297,0,6,0,item_not_received,1
CASE-3020,1172.07,1,0,1,1,0,29,2467.56,9,0.045,0,4,2,defective,1
CASE-3021,955.99,12,0,1,0,21,22,1457.87,0,0.253,0,1,5,item_not_received,0
CASE-3022,16832.89,7,1,0,0,25,85,29500.64,5,0.325,6,3,3,item_not_received,0
CASE-3023,8779.7,7,0,0,0,1,26,14840.4,4,0.134,0,6,0,item_not_received,1
CASE-3024,67032.53,1,3,0,0,11,28,136814.84,4,0.565,0,4,2,defective,0
CASE-3025,14240.67,17,5,1,0,16,50,8305.76,7,0.892,4,3,3,unauthorized,0
CASE-3026,227.86,4,0,2,1,0,6,298.23,12,0.119,2,6,0,item_not_received,1
CASE-3027,3142.61,9,6,2,1,0,35,7734.55,2,0.538,0,5,1,item_not_received,0
CASE-3028,5207.28,30,1,2,0,1,12,7610.3,3,0.157,4,5,1,defective,0
CASE-3029,118137.49,11,3,0,1,0,44,190159.67,1,0.509,0,4,2,defective,1
CASE-3030,8347.48,7,3,2,0,26,13,8731.29,4,0.51,0,4,2,other,0
CASE-3031,1983.38,19,9,0,0,12,2,2078.07,3,0.545,0,3,3,unauthorized,0
CASE-3032,981.36,4,0,2,1,0,27,1027.99,1,0.302,0,6,0,unauthorized,1
CASE-3033,11837.31,1,3,0,0,16,6,29107.47,0,0.432,4,4,2,duplicate,0
CASE-3034,459.11,18,1,0,1,9,77,691.39,7,0.212,4,5,1,unauthorized,0
CASE-3035,12962.85,2,3,0,1,0,12,15238.62,4,0.526,0,5,1,item_not_received,1
CASE-3036,34172.22,11,0,0,1,0,29,39467.74,1,0.128,0,5,1,item_not_received,1
CASE-3037,673.14,1,3,0,0,6,23,1140.07,4,0.436,1,3,3,defective,0
CASE-3038,46907.77,4,0,0,1,25,18,43193.41,12,0.101,0,6,0,other,1
CASE-3039,337.89,1,1,2,1,20,13,431.86,0,0.41,2,4,2,defective,0
CASE-3040,824.46,16,2,0,1,0,2,959.16,14,0.33,0,6,0,duplicate,1
CASE-3041,1750.04,8,5,0,0,22,6,611.25,0,0.678,2,2,4,item_not_received,0
CASE-3042,15131.5,96,0,0,1,0,50,27580.0,5,0.057,0,5,1,defective,1
CASE-3043,1950.92,4,0,0,1,14,14,2308.47,1,0.102,0,4,2,item_not_received,1
CASE-3044,39191.45,9,1,0,1,0,61,84963.6,4,0.169,1,3,3,unauthorized,1
CASE-3045,1076.82,15,0,0,1,0,24,474.54,14,0.298,0,5,1,defective,1
CASE-3046,714.95,1,1,1,1,0,23,1023.87,4,0.216,5,5,1,defective,1
CASE-3047,609.95,4,0,2,1,3,4,426.52,2,0.296,0,5,1,defective,1
CASE-3048,56905.16,13,0,0,1,0,5,70858.87,3,0.048,0,6,0,defective,1
CASE-3049,3462.5,17,7,3,1,0,37,3235.21,0,0.541,0,4,2,other,0
CASE-3050,48473.67,13,3,2,1,11,12,45158.56,1,0.581,0,3,3,unauthorized,0
CASE-3051,11347.42,12,2,0,0,9,25,3622.56,2,0.492,0,3,3,duplicate,0
CASE-3052,7056.51,16,5,2,1,15,12,13026.45,5,0.409,0,5,1,item_not_received,1
CASE-3053,1147.26,1,2,0,0,2,52,802.63,3,0.214,1,2,4,item_not_received,0
CASE-3054,650.39,4,2,2,1,0,6,1580.71,1,0.152,0,5,1,unauthorized,1
CASE-3055,11060.82,7,0,0,1,0,2,6056.19,8,0.352,2,6,0,item_not_received,1
CASE-3056,62278.18,1,7,0,1,17,16,63688.3,9,0.744,0,5,1,item_not_received,1
CASE-3057,52969.39,1,0,1,1,16,54,22778.76,0,0.317,2,5,1,duplicate,1
CASE-3058,7287.98,55,0,2,1,0,14,8699.59,2,0.494,0,5,1,duplicate,0
CASE-3059,232.53,4,4,2,0,27,28,261.9,1,0.497,0,3,3,duplicate,0
CASE-3060,1762.03,3,2,0,0,5,46,3865.24,0,0.581,0,2,4,item_not_received,0
CASE-3061,1553.58,7,9,4,0,7,16,1562.31,8,1.0,0,4,2,unauthorized,0
CASE-3062,296.9,3,0,2,1,4,81,607.36,8,0.045,6,3,3,duplicate,0
CASE-3063,1468.72,17,0,1,0,26,27,2686.06,9,0.143,0,3,3,duplicate,0
CASE-3064,21858.62,1,3,0,1,0,1,49466.2,0,0.416,0,3,3,duplicate,1
CASE-3065,60677.79,5,7,0,1,18,68,19909.13,7,0.679,0,5,1,unauthorized,0
CASE-3066,1685.1,3,0,0,1,8,27,3231.97,12,0.241,0,4,2,item_not_received,1
CASE-3067,999.86,2,0,1,1,0,7,1624.18,2,0.055,0,3,3,defective,1
CASE-3068,82775.18,7,0,0,0,0,60,114417.09,0,0.349,0,3,3,unauthorized,0
CASE-3069,1565.98,17,9,0,1,3,38,2480.22,3,1.0,0,4,2,defective,1
CASE-3070,39107.27,16,2,0,0,21,23,33947.88,2,0.361,0,4,2,defective,0
CASE-3071,1784.96,11,2,1,1,11,29,1041.05,4,0.197,4,5,1,defective,0
CASE-3072,1073.22,4,0,0,1,19,10,418.11,1,0.217,0,5,1,item_not_received,1
CASE-3073,9431.49,4,1,2,0,7,31,19182.52,3,0.195,1,1,5,defective,0
CASE-3074,215.33,10,1,0,0,14,71,209.19,12,0.744,0,5,1,unauthorized,0
CASE-3075,13467.3,39,6,0,1,0,6,24983.44,0,0.724,3,3,3,item_not_received,1
CASE-3076,14023.66,24,0,0,0,6,4,18710.28,0,0.1,0,2,4,defective,1
CASE-3077,59744.77,11,0,3,0,21,85,64325.01,3,0.043,0,3,3,unauthorized,0
CASE-3078,1235.96,2,8,2,1,29,50,669.04,0,1.0,0,5,1,duplicate,0
CASE-3079,9219.05,27,0,0,0,1,10,8234.45,0,0.085,1,3,3,item_not_received,0
CASE-3080,4036.65,18,0,3,1,0,80,3796.17,4,0.352,0,5,1,item_not_received,1
CASE-3081,3349.88,13,0,0,0,3,21,3675.67,13,0.118,0,3,3,unauthorized,0
CASE-3082,14788.8,7,0,0,0,6,8,24953.2,0,0.347,0,1,5,defective,0
CASE-3083,103392.7,2,0,0,1,0,29,190867.49,4,0.264,5,5,1,unauthorized,0
CASE-3084,997.64,3,0,0,1,15,2,2252.69,6,0.027,0,4,2,other,1
CASE-3085,15545.96,3,0,0,0,8,71,37405.89,2,0.084,1,2,4,item_not_received,0
CASE-3086,6250.03,79,0,0,1,5,10,15398.72,0,0.085,1,5,1,defective,0
CASE-3087,6069.41,99,0,6,1,0,10,2731.34,0,0.028,2,6,0,item_not_received,1
CASE-3088,1107.97,5,0,1,1,0,4,1441.41,0,0.043,0,5,1,item_not_received,1
CASE-3089,18388.27,1,0,2,0,8,1,31482.35,0,0.201,0,4,2,defective,0
CASE-3090,574.4,4,1,1,1,0,19,913.98,1,0.376,0,4,2,defective,0
CASE-3091,11782.35,68,0,0,0,12,11,27007.23,11,0.081,0,4,2,defective,1
CASE-3092,5336.37,32,2,1,1,18,62,2112.77,0,0.261,2,5,1,item_not_received,1
CASE-3093,1570.85,1,3,1,0,20,23,2805.72,2,0.112,0,1,5,item_not_received,0
CASE-3094,727.61,2,2,2,1,0,28,395.09,3,0.678,0,4,2,item_not_received,1
CASE-3095,8745.17,4,0,0,1,0,80,20693.58,14,0.197,0,4,2,defective,1
CASE-3096,1013.15,2,2,0,1,0,66,1665.38,4,0.128,0,4,2,unauthorized,0
CASE-3097,16077.31,5,1,0,1,0,26,12651.23,3,0.278,0,5,1,unauthorized,1
CASE-3098,1711.45,3,0,1,1,4,14,2646.86,4,0.248,3,6,0,other,1
CASE-3099,1570.8,45,0,0,0,0,21,3812.58,0,0.127,0,1,5,unauthorized,0
CASE-3100,6389.96,16,0,2,1,0,5,9668.45,4,0.139,1,4,2,item_not_received,1
CASE-3101,15953.69,4,9,0,1,22,16,22372.08,12,0.966,0,4,2,defective,0
CASE-3102,92730.3,55,0,0,1,0,46,144359.22,1,0.087,0,4,2,item_not_received,1
CASE-3103,67063.94,17,0,0,1,15,9,91698.14,3,0.222,5,5,1,other,1
CASE-3104,10132.34,20,3,4,0,7,1,24291.85,4,0.568,0,2,4,unauthorized,0
CASE-3105,1671.12,4,0,0,1,11,10,4033.09,12,0.055,5,4,2,duplicate,1
CASE-3106,123094.04,3,0,0,1,0,5,56456.57,0,0.124,1,6,0,unauthorized,1
CASE-3107,53658.02,4,0,0,1,12,39,74193.85,10,0.217,0,3,3,item_not_received,0
CASE-3108,1868.71,45,0,2,1,0,78,1933.12,0,0.17,0,5,1,defective,1
CASE-3109,18341.03,17,0,0,1,14,6,39549.16,4,0.077,0,3,3,item_not_received,1
CASE-3110,13673.68,4,0,0,1,0,82,23099.76,0,0.136,0,4,2,unauthorized,1
CASE-3111,24955.42,32,0,0,1,15,5,41545.0,1,0.161,4,4,2,unauthorized,0
CASE-3112,4432.34,3,0,2,1,16,16,8915.1,0,0.141,0,3,3,defective,1
CASE-3113,11430.62,46,3,0,1,0,16,21443.89,8,0.354,0,6,0,unauthorized,1
CASE-3114,1482.25,3,0,1,0,16,4,3336.12,0,0.132,2,4,2,defective,1
CASE-3115,630.73,10,0,0,1,0,14,941.39,2,0.16,0,5,1,item_not_received,1
CASE-3116,704.72,2,0,0,1,0,16,1503.2,1,0.112,0,5,1,other,1
CASE-3117,612.52,4,3,0,1,0,1,357.3,0,0.283,0,5,1,duplicate,1
CASE-3118,1599.06,12,0,0,0,16,57,3675.82,3,0.372,0,2,4,defective,0
CASE-3119,19866.11,7,0,0,1,0,83,28834.43,8,0.075,0,4,2,item_not_received,1
CASE-3120,134218.87,12,8,0,1,0,5,248702.62,0,1.0,0,5,1,duplicate,0
CASE-3121,24998.71,1,0,2,1,0,1,56462.8,10,0.119,0,6,0,duplicate,1
CASE-3122,30871.34,15,5,4,0,15,19,66085.74,2,0.762,0,3,3,item_not_received,0
CASE-3123,9223.54,5,0,0,1,0,5,17294.94,3,0.02,1,4,2,defective,1
CASE-3124,13975.78,3,0,0,0,3,37,18338.64,0,0.167,6,2,4,item_not_received,0
CASE-3125,14229.94,9,0,0,1,4,8,14132.86,0,0.107,2,4,2,item_not_received,1
CASE-3126,105830.95,26,1,0,0,1,6,179732.46,2,0.461,1,3,3,duplicate,0
CASE-3127,1205.46,1,2,0,1,0,17,2788.67,3,0.392,3,5,1,item_not_received,1
CASE-3128,1475.78,18,0,1,1,0,1,1230.34,0,0.301,0,3,3,item_not_received,1
CASE-3129,761.84,4,8,2,0,14,8,795.17,2,0.998,0,4,2,item_not_received,0
CASE-3130,12011.42,7,0,0,1,0,9,17409.05,12,0.151,0,3,3,other,1
CASE-3131,33074.75,10,0,0,1,0,78,57340.57,1,0.275,0,2,4,unauthorized,1
CASE-3132,76354.92,9,0,0,1,0,67,42616.34,12,0.062,2,5,1,other,1
CASE-3133,131077.6,15,0,3,0,10,19,325262.39,0,0.195,0,1,5,defective,0
CASE-3134,3171.23,11,6,7,0,4,46,5402.61,2,0.892,1,2,4,defective,0
CASE-3135,1898.83,17,6,1,1,0,13,1100.98,9,1.0,0,5,1,item_not_received,1
CASE-3136,5327.1,11,0,0,0,9,5,3626.93,2,0.026,0,1,5,item_not_received,1
CASE-3137,1741.39,16,3,0,1,0,25,1147.98,11,0.324,0,6,0,unauthorized,0
CASE-3138,126436.24,13,0,0,0,13,67,281288.3,0,0.232,0,2,4,unauthorized,0
CASE-3139,345.59,8,3,0,1,0,24,118.94,2,0.555,0,6,0,item_not_received,1
CASE-3140,1851.84,4,2,6,1,0,1,3016.13,2,0.716,0,6,0,defective,1
CASE-3141,573.09,10,0,0,1,0,16,672.04,9,0.035,0,4,2,duplicate,1
CASE-3142,26857.28,2,1,0,0,19,28,59242.67,2,0.234,6,1,5,item_not_received,0
CASE-3143,14303.34,17,0,0,0,22,60,33489.72,13,0.079,6,2,4,item_not_received,0
CASE-3144,69225.34,6,3,0,1,0,5,61677.9,8,0.33,1,6,0,defective,1
CASE-3145,16844.95,3,0,0,1,27,23,39300.58,0,0.137,2,3,3,unauthorized,1
CASE-3146,409.55,19,7,0,0,4,26,567.66,0,0.911,0,4,2,defective,0
CASE-3147,1742.71,15,0,1,1,22,6,724.75,10,0.224,0,4,2,defective,1
CASE-3148,4837.68,10,0,0,0,9,8,7845.98,5,0.349,0,2,4,item_not_received,0
CASE-3149,19110.21,78,0,3,0,26,7,6057.7,0,0.186,0,2,4,unauthorized,0
CASE-3150,2951.92,8,3,0,0,6,5,5628.11,3,0.429,0,2,4,defective,0
CASE-3151,41913.22,18,0,0,0,20,5,68774.11,3,0.148,4,2,4,defective,0
CASE-3152,52563.31,75,2,1,0,4,65,109144.17,4,0.342,5,2,4,unauthorized,0
CASE-3153,2231.24,8,8,6,1,14,6,797.03,1,1.0,6,6,0,other,0
CASE-3154,430.52,3,0,0,0,4,16,1034.45,6,0.226,2,4,2,defective,1
CASE-3155,1863.67,4,0,2,0,14,34,3548.67,11,0.301,1,2,4,unauthorized,0
CASE-3156,1780.69,10,3,2,0,26,5,1095.32,0,0.397,0,1,5,defective,0
CASE-3157,7030.21,2,0,0,1,18,28,7463.8,0,0.085,0,6,0,item_not_received,1
CASE-3158,66674.95,8,6,0,1,0,53,146982.99,0,0.762,0,5,1,other,1
CASE-3159,678.48,80,0,1,1,24,27,1137.66,0,0.148,0,6,0,defective,1
CASE-3160,827.27,17,0,0,1,0,81,1904.12,0,0.084,5,2,4,defective,0
CASE-3161,3196.15,4,0,2,1,0,11,6075.81,3,0.246,2,3,3,other,1
